model,date,rank,feature,value,z_score_vs_train,driver_score_proxy,pred_adjustment,target_position_proxy
rf_depth4_leaf20_live,2026-04-09,2,ma200_slope20,0.03380144415925379,2.044896331168181,0.102244816558409,-1,0.10710368999999997
rf_depth4_leaf20_live,2026-04-09,3,base_position_v3,0.35710369,-0.49140118864108284,0.026910065092249753,-1,0.10710368999999997
rf_depth4_leaf20_live,2026-04-09,4,ret5,0.06541816421116642,2.2176763369247605,0.026400908772913723,-1,0.10710368999999997
rf_depth4_leaf20_live,2026-04-09,5,dist_sup20,0.09461906967948752,1.140332169237761,0.026245740403091283,-1,0.10710368999999997
rf_depth4_leaf20_live,2026-04-09,6,ret10,0.04275216224641887,0.9572130479813724,0.018232629485359454,-1,0.10710368999999997
rf_depth4_leaf20_live,2026-04-10,1,ma50_over_ma200,0.13540517491770832,1.7344896965208838,0.19960397301232388,-1,0.11130168000000001
rf_depth4_leaf20_live,2026-04-10,2,ma200_slope20,0.03391747364254094,2.0543563289882036,0.10271781644941014,-1,0.11130168000000001
rf_depth4_leaf20_live,2026-04-10,3,dist_sup20,0.11476623262969854,1.654540693854715,0.03808069850935449,-1,0.11130168000000001
rf_depth4_leaf20_live,2026-04-10,4,ret10,0.06653241122739662,1.5718929738883194,0.029940818550253667,-1,0.11130168000000001
rf_depth4_leaf20_live,2026-04-10,5,ret5,0.0715431387643164,2.434880776034127,0.028986675905168076,-1,0.11130168000000001
rf_depth4_leaf20_live,2026-04-10,6,base_position_v3,0.36130168,-0.4790372724811911,0.026232993493017588,-1,0.11130168000000001
rf_depth4_leaf20_live,2026-04-13,1,ma50_over_ma200,0.13459785738967023,1.7206889859280663,0.19801579599965835,-1,0.10958904000000003
rf_depth4_leaf20_live,2026-04-13,2,ma200_slope20,0.03403735903736815,2.0641307030661378,0.10320653515330684,-1,0.10958904000000003
rf_depth4_leaf20_live,2026-04-13,3,ret10,0.08898221441328014,2.1521830864923905,0.04099396355223596,-1,0.10958904000000003
rf_depth4_leaf20_live,2026-04-13,4,dist_sup20,0.10651497608074223,1.44394695086668,0.03323369966280449,-1,0.10958904000000003
rf_depth4_leaf20_live,2026-04-13,5,base_position_v3,0.35958904,-0.4840813381821758,0.026509216138547703,-1,0.10958904000000003
rf_depth4_leaf20_live,2026-04-13,6,ret5,0.0578333090291272,1.9487014699690544,0.023198827023441042,-1,0.10958904000000003
rf_depth4_leaf20_live,2026-04-14,1,ma50_over_ma200,0.13423308326234307,1.7144533450703439,0.1972982024088887,-1,0.11514290999999999
rf_depth4_leaf20_live,2026-04-14,2,ma200_slope20,0.03424829846154376,2.0813288016556113,0.10406644008278051,-1,0.11514290999999999
rf_depth4_leaf20_live,2026-04-14,3,ret10,0.1334346977030536,3.3012059229141095,0.06288011281741153,-1,0.11514290999999999
